match_id,kick_off,team_home,team_away,score_home_full,score_away_full,score_home_half,score_away_half
S2425_GD29_G8,2025-03-16,AS Rom,Cagliari Calcio,,,,
S2425_GD29_G9,2025-03-16,AC Florenz,Juventus Turin,,,,
S2425_GD29_G10,2025-03-16,Atalanta Bergamo,Inter Mailand,,,,
S2425_GD30_G1,2025-03-30,Cagliari Calcio,AC Monza,,,,
S2425_GD30_G2,2025-03-30,Como 1907,FC Empoli,,,,
S2425_GD30_G3,2025-03-30,AC Florenz,Atalanta Bergamo,,,,
S2425_GD30_G4,2025-03-30,Hellas Verona,Parma Calcio,,,,
S2425_GD30_G5,2025-03-30,Inter Mailand,Udinese Calcio,,,,
S2425_GD30_G6,2025-03-30,Juventus Turin,CFC Genua 1893,,,,
S2425_GD30_G7,2025-03-30,Lazio Rom,FC Turin,,,,
S2425_GD30_G8,2025-03-30,US Lecce,AS Rom,,,,
S2425_GD30_G9,2025-03-30,SSC Neapel,AC Mailand,,,,
S2425_GD30_G10,2025-03-30,FC Venedig,FC Bologna,,,,
S2425_GD31_G1,2025-04-06,Atalanta Bergamo,Lazio Rom,,,,
S2425_GD31_G2,2025-04-06,FC Bologna,SSC Neapel,,,,
S2425_GD31_G3,2025-04-06,FC Empoli,Cagliari Calcio,,,,
S2425_GD31_G4,2025-04-06,CFC Genua 1893,Udinese Calcio,,,,
S2425_GD31_G5,2025-04-06,US Lecce,FC Venedig,,,,
S2425_GD31_G6,2025-04-06,AC Mailand,AC Florenz,,,,
S2425_GD31_G7,2025-04-06,AC Monza,Como 1907,,,,
S2425_GD31_G8,2025-04-06,Parma Calcio,Inter Mailand,,,,
S2425_GD31_G9,2025-04-06,AS Rom,Juventus Turin,,,,
S2425_GD31_G10,2025-04-06,FC Turin,Hellas Verona,,,,
S2425_GD32_G1,2025-04-13,Atalanta Bergamo,FC Bologna,,,,
S2425_GD32_G2,2025-04-13,Como 1907,FC Turin,,,,
S2425_GD32_G3,2025-04-13,AC Florenz,Parma Calcio,,,,
S2425_GD32_G4,2025-04-13,Hellas Verona,CFC Genua 1893,,,,
S2425_GD32_G5,2025-04-13,Inter Mailand,Cagliari Calcio,,,,
S2425_GD32_G6,2025-04-13,Juventus Turin,US Lecce,,,,
S2425_GD32_G7,2025-04-13,Lazio Rom,AS Rom,,,,
S2425_GD32_G8,2025-04-13,SSC Neapel,FC Empoli,,,,
S2425_GD32_G9,2025-04-13,Udinese Calcio,AC Mailand,,,,
S2425_GD32_G10,2025-04-13,FC Venedig,AC Monza,,,,
S2425_GD33_G1,2025-04-20,FC Bologna,Inter Mailand,,,,
S2425_GD33_G2,2025-04-20,Cagliari Calcio,AC Florenz,,,,
S2425_GD33_G3,2025-04-20,FC Empoli,FC Venedig,,,,
S2425_GD33_G4,2025-04-20,CFC Genua 1893,Lazio Rom,,,,
S2425_GD33_G5,2025-04-20,US Lecce,Como 1907,,,,
S2425_GD33_G6,2025-04-20,AC Mailand,Atalanta Bergamo,,,,
S2425_GD33_G7,2025-04-20,AC Monza,SSC Neapel,,,,
S2425_GD33_G8,2025-04-20,Parma Calcio,Juventus Turin,,,,
S2425_GD33_G9,2025-04-20,AS Rom,Hellas Verona,,,,
S2425_GD33_G10,2025-04-20,FC Turin,Udinese Calcio,,,,
S2425_GD34_G1,2025-04-27,Atalanta Bergamo,US Lecce,,,,
S2425_GD34_G2,2025-04-27,Como 1907,CFC Genua 1893,,,,
S2425_GD34_G3,2025-04-27,AC Florenz,FC Empoli,,,,
S2425_GD34_G4,2025-04-27,Hellas Verona,Cagliari Calcio,,,,
S2425_GD34_G5,2025-04-27,Inter Mailand,AS Rom,,,,
S2425_GD34_G6,2025-04-27,Juventus Turin,AC Monza,,,,
S2425_GD34_G7,2025-04-27,Lazio Rom,Parma Calcio,,,,
S2425_GD34_G8,2025-04-27,SSC Neapel,FC Turin,,,,
S2425_GD34_G9,2025-04-27,Udinese Calcio,FC Bologna,,,,
S2425_GD34_G10,2025-04-27,FC Venedig,AC Mailand,,,,
S2425_GD35_G1,2025-05-03,FC Bologna,Juventus Turin,,,,
S2425_GD35_G2,2025-05-03,Cagliari Calcio,Udinese Calcio,,,,
S2425_GD35_G3,2025-05-03,FC Empoli,Lazio Rom,,,,
S2425_GD35_G4,2025-05-03,CFC Genua 1893,AC Mailand,,,,
S2425_GD35_G5,2025-05-03,Inter Mailand,Hellas Verona,,,,
S2425_GD35_G6,2025-05-03,US Lecce,SSC Neapel,,,,
S2425_GD35_G7,2025-05-03,AC Monza,Atalanta Bergamo,,,,
S2425_GD35_G8,2025-05-03,Parma Calcio,Como 1907,,,,
S2425_GD35_G9,2025-05-03,AS Rom,AC Florenz,,,,
S2425_GD35_G10,2025-05-03,FC Turin,FC Venedig,,,,
S2425_GD36_G1,2025-05-11,Atalanta Bergamo,AS Rom,,,,
S2425_GD36_G2,2025-05-11,Como 1907,Cagliari Calcio,,,,
S2425_GD36_G3,2025-05-11,FC Empoli,Parma Calcio,,,,
S2425_GD36_G4,2025-05-11,Hellas Verona,US Lecce,,,,
S2425_GD36_G5,2025-05-11,Lazio Rom,Juventus Turin,,,,
S2425_GD36_G6,2025-05-11,AC Mailand,FC Bologna,,,,
S2425_GD36_G7,2025-05-11,SSC Neapel,CFC Genua 1893,,,,
S2425_GD36_G8,2025-05-11,FC Turin,Inter Mailand,,,,
S2425_GD36_G9,2025-05-11,Udinese Calcio,AC Monza,,,,
S2425_GD36_G10,2025-05-11,FC Venedig,AC Florenz,,,,
S2425_GD37_G1,2025-05-18,Cagliari Calcio,FC Venedig,,,,
S2425_GD37_G2,2025-05-18,AC Florenz,FC Bologna,,,,
S2425_GD37_G3,2025-05-18,CFC Genua 1893,Atalanta Bergamo,,,,
S2425_GD37_G4,2025-05-18,Hellas Verona,Como 1907,,,,
S2425_GD37_G5,2025-05-18,Inter Mailand,Lazio Rom,,,,
S2425_GD37_G6,2025-05-18,Juventus Turin,Udinese Calcio,,,,
S2425_GD37_G7,2025-05-18,US Lecce,FC Turin,,,,
S2425_GD37_G8,2025-05-18,AC Monza,FC Empoli,,,,
S2425_GD37_G9,2025-05-18,Parma Calcio,SSC Neapel,,,,
S2425_GD37_G10,2025-05-18,AS Rom,AC Mailand,,,,
S2425_GD38_G1,2025-05-25,Atalanta Bergamo,Parma Calcio,,,,
S2425_GD38_G2,2025-05-25,FC Bologna,CFC Genua 1893,,,,
S2425_GD38_G3,2025-05-25,Como 1907,Inter Mailand,,,,
S2425_GD38_G4,2025-05-25,FC Empoli,Hellas Verona,,,,
S2425_GD38_G5,2025-05-25,Lazio Rom,US Lecce,,,,
S2425_GD38_G6,2025-05-25,AC Mailand,AC Monza,,,,
S2425_GD38_G7,2025-05-25,SSC Neapel,Cagliari Calcio,,,,
S2425_GD38_G8,2025-05-25,FC Turin,AS Rom,,,,
S2425_GD38_G9,2025-05-25,Udinese Calcio,AC Florenz,,,,
S2425_GD38_G10,2025-05-25,FC Venedig,Juventus Turin,,,,
